,img,simulacra,nima,laion
0,plot_1066.png,2.611572504043579,5.377235412597656,3.9480226039886475
1,plot_1079.png,2.7440290451049805,5.367140293121338,3.856022596359253
2,plot_1152.png,2.75759506225586,5.379243850708008,3.7045013904571533
3,plot_344.png,2.8553013801574707,5.398733139038086,4.031932353973389
4,plot_56.png,2.897317886352539,5.389561653137207,3.801732063293457
5,plot_1872.png,2.9045562744140625,5.394089221954346,3.4591593742370605
6,plot_222.png,2.9085803031921387,5.39341402053833,3.621187210083008
7,plot_200.png,2.9756033420562744,5.38897180557251,4.093817710876465
8,plot_1334.png,2.997254610061645,5.397888660430908,4.429778099060059
9,plot_512.png,3.0077524185180664,5.3758463859558105,4.081149101257324
10,plot_1650.png,3.0117015838623047,5.385240077972412,3.5721681118011475
11,plot_192.png,3.0187020301818848,5.393848419189453,3.4264883995056152
12,plot_992.png,3.0406925678253174,5.378138542175293,4.361270904541016
13,plot_3.png,3.0443572998046875,5.389631748199463,4.1557416915893555
14,plot_883.png,3.045261144638061,5.377998352050781,4.291529178619385
15,plot_1197.png,3.050180673599243,5.434589862823486,4.490068435668945
16,plot_1543.png,3.0654687881469727,5.376015186309815,4.51710319519043
17,plot_1660.png,3.0681114196777344,5.387417793273926,4.201877593994141
18,plot_1333.png,3.0864903926849365,5.378415584564209,3.4706907272338867
19,plot_437.png,3.0883846282958984,5.424938201904297,4.812530517578125
20,plot_315.png,3.0949296951293945,5.392438411712647,4.132977485656738
21,plot_1887.png,3.095179796218872,5.383389949798584,4.395867824554443
22,plot_1815.png,3.104193210601806,5.38523006439209,4.508889675140381
23,plot_908.png,3.1129727363586426,5.416018962860107,4.06265115737915
24,plot_457.png,3.116753101348877,5.367330074310303,4.750086784362793
25,plot_687.png,3.12362003326416,5.407632827758789,4.260285377502441
26,plot_190.png,3.124073028564453,5.384824752807617,4.347612380981445
27,plot_973.png,3.1256465911865234,5.395719528198242,4.431962490081787
28,plot_1725.png,3.1408843994140625,5.3671040534973145,3.9650380611419678
29,plot_71.png,3.1410367488861084,5.369399547576904,3.9191083908081055
30,plot_86.png,3.148112297058105,5.397511959075928,3.852747678756714
31,plot_815.png,3.1526615619659424,5.3865647315979,4.0753092765808105
32,plot_1331.png,3.153230905532837,5.415578365325928,4.0261077880859375
33,plot_2037.png,3.161530017852783,5.392576217651367,4.4776153564453125
34,plot_1601.png,3.161930561065674,5.366892337799072,4.677288055419922
35,plot_1313.png,3.1638107299804688,5.382551670074463,4.879498481750488
36,plot_1635.png,3.1663546562194824,5.430732727050781,4.500491142272949
37,plot_1900.png,3.1679916381835938,5.370576858520508,4.391115188598633
38,plot_1793.png,3.1715896129608154,5.406241416931152,4.096565246582031
39,plot_1250.png,3.1717331409454346,5.381531238555908,4.198770523071289
40,plot_784.png,3.17315673828125,5.392566680908203,4.6054534912109375
41,plot_1941.png,3.174030542373657,5.386188507080078,4.328736305236816
42,plot_1610.png,3.1740589141845703,5.377902984619141,4.452647686004639
43,plot_1029.png,3.174270868301392,5.3992204666137695,3.9475207328796387
44,plot_1735.png,3.1754181385040283,5.423982620239258,4.510964393615723
45,plot_246.png,3.176034450531006,5.400676250457764,3.5990233421325684
46,plot_1930.png,3.178081512451172,5.358635425567627,4.369745254516602
47,plot_1000.png,3.1801319122314453,5.368945121765137,3.5988380908966064
48,plot_1710.png,3.181504726409912,5.378752708435059,4.205477714538574
49,plot_356.png,3.1838271617889404,5.420911312103272,4.460962295532227
50,plot_1634.png,3.186090469360352,5.430590152740479,4.0142998695373535
51,plot_1376.png,3.1885554790496826,5.4064106941223145,3.8056135177612305
52,plot_845.png,3.1916422843933105,5.43467903137207,4.818617820739746
53,plot_129.png,3.1946463584899902,5.393509387969971,4.153665065765381
54,plot_1386.png,3.1948177814483643,5.443561553955078,4.197997570037842
55,plot_665.png,3.1990838050842285,5.435678005218506,4.4822773933410645
56,plot_1848.png,3.207195997238159,5.378112316131592,4.647341728210449
57,plot_730.png,3.208750009536743,5.357142448425293,4.223011493682861
58,plot_1143.png,3.2095370292663574,5.373547554016113,3.8142359256744385
59,plot_1847.png,3.2098939418792725,5.398283958435059,4.239387035369873
60,plot_171.png,3.2113494873046875,5.376926898956299,4.693519592285156
61,plot_1227.png,3.211620569229126,5.432654857635498,4.743637561798096
62,plot_1507.png,3.212696313858032,5.434896945953369,4.537870407104492
63,plot_1802.png,3.212886333465576,5.369421482086182,4.520354747772217
64,plot_1081.png,3.213892936706543,5.3932390213012695,4.020992755889893
65,plot_1548.png,3.214418172836304,5.384083271026611,3.7289798259735107
66,plot_591.png,3.216141700744629,5.442237377166748,4.347111701965332
67,plot_2023.png,3.217966794967652,5.424418926239014,4.685204982757568
68,plot_1883.png,3.2184834480285645,5.386371612548828,4.325084209442139
69,plot_890.png,3.2191162109375,5.380393505096436,4.337169647216797
70,plot_1236.png,3.220419406890869,5.365480422973633,4.401715278625488
71,plot_1298.png,3.222029685974121,5.3994574546813965,4.064581871032715
72,plot_209.png,3.223332643508911,5.406318187713623,4.21552848815918
73,plot_1261.png,3.223592758178711,5.439137935638428,4.458941459655762
74,plot_903.png,3.2236039638519287,5.399803638458252,4.229272842407227
75,plot_404.png,3.2244975566864014,5.441397190093994,4.452960014343262
76,plot_348.png,3.2249884605407715,5.43176794052124,4.343161106109619
77,plot_1069.png,3.225133180618286,5.3675456047058105,4.04850959777832
78,plot_647.png,3.225133180618286,5.3675456047058105,4.04850959777832
79,plot_1983.png,3.225200891494751,5.424098491668701,4.459575176239014
80,plot_964.png,3.2252328395843506,5.389419555664063,4.56028938293457
81,plot_1082.png,3.226096868515014,5.397124767303467,4.16288423538208
82,plot_9.png,3.227079629898072,5.395736217498779,3.569105386734009
83,plot_1470.png,3.22741436958313,5.365478038787842,4.044593811035156
84,plot_1790.png,3.228719711303711,5.385932445526123,3.5918803215026855
85,plot_1982.png,3.229057788848877,5.3748087882995605,4.4313836097717285
86,plot_1330.png,3.229955673217773,5.376105308532715,4.274722576141357
87,plot_1212.png,3.2303168773651123,5.363168716430664,4.0421528816223145
88,plot_525.png,3.2303168773651123,5.363168716430664,4.0421528816223145
89,plot_191.png,3.2312166690826416,5.36867094039917,4.2803874015808105
90,plot_138.png,3.2318673133850098,5.387539386749268,4.641580581665039
91,plot_515.png,3.2326338291168213,5.365086555480957,4.0450334548950195
92,plot_1013.png,3.233192443847656,5.366035461425781,4.044469356536865
93,plot_1310.png,3.234858512878418,5.43070125579834,4.502474308013916
94,plot_175.png,3.241224765777588,5.361425399780273,4.542115211486816
95,plot_1484.png,3.242020845413208,5.367854118347168,4.042784690856934
96,plot_454.png,3.242020845413208,5.367854118347168,4.042784690856934
97,plot_2.png,3.242135524749756,5.387414455413818,4.645236492156982
98,plot_2038.png,3.2436814308166504,5.374195098876953,4.298425674438477
99,plot_351.png,3.2444984912872314,5.367963790893555,4.542057514190674
100,plot_1053.png,3.245059967041016,5.450547218322754,4.397736549377441
101,plot_4.png,3.246941089630127,5.430289268493652,4.505599021911621
102,plot_761.png,3.2484350204467773,5.435993671417236,4.080401420593262
103,plot_139.png,3.2497799396514893,5.379494667053223,4.314947605133057
104,plot_896.png,3.251612663269043,5.391367435455322,4.559905052185059
105,plot_1124.png,3.25278377532959,5.393121719360352,3.6771814823150635
106,plot_645.png,3.25288462638855,5.385026454925537,4.102072238922119
107,plot_771.png,3.254333734512329,5.380874633789063,4.582610130310059
108,plot_55.png,3.2555019855499268,5.427711009979248,4.5590667724609375
109,plot_1496.png,3.257099151611328,5.370284080505371,3.573573589324951
110,plot_1989.png,3.260401964187622,5.430774688720703,4.2351789474487305
111,plot_458.png,3.260840892791748,5.436591625213623,4.416220188140869
112,plot_664.png,3.2618327140808105,5.423654556274414,4.658013343811035
113,plot_237.png,3.263711452484131,5.437699317932129,4.577373504638672
114,plot_1996.png,3.265796422958374,5.424745082855225,4.5343732833862305
115,plot_425.png,3.2672510147094727,5.414953231811523,4.4430694580078125
116,plot_35.png,3.267428398132324,5.399605751037598,4.520188808441162
117,plot_1795.png,3.2675766944885254,5.401985168457031,3.8736627101898193
118,plot_76.png,3.2695460319519043,5.383182048797607,4.2993998527526855
119,plot_513.png,3.2715306282043457,5.381320476531982,4.641824245452881
120,plot_1395.png,3.2721753120422363,5.422610759735107,4.554949760437012
121,plot_518.png,3.272441864013672,5.3853254318237305,3.8642735481262207
122,plot_1003.png,3.272779703140259,5.42810583114624,4.425494194030762
123,plot_1630.png,3.2728934288024902,5.43187952041626,4.544409275054932
124,plot_1602.png,3.2736709117889404,5.4241814613342285,4.160436153411865
125,plot_634.png,3.274615526199341,5.404392719268799,3.9502341747283936
126,plot_1916.png,3.2760958671569824,5.385746955871582,4.950958251953125
127,plot_1898.png,3.276187896728516,5.426295280456543,4.389384746551514
128,plot_1385.png,3.27647352218628,5.426117420196533,4.856087684631348
129,plot_1088.png,3.276685953140259,5.378459453582764,4.650185585021973
130,plot_1349.png,3.2778661251068115,5.379146575927734,4.095757961273193
131,plot_1614.png,3.2782344818115234,5.431026458740234,4.149989604949951
132,plot_1448.png,3.278975248336792,5.373676300048828,4.321600914001465
133,plot_884.png,3.279428482055664,5.370862007141113,4.48898983001709
134,plot_568.png,3.280923843383789,5.428404808044434,4.1830267906188965
135,plot_1189.png,3.2826414108276367,5.369565010070801,4.7119951248168945
136,plot_851.png,3.2855939865112305,5.432162761688232,4.410059452056885
137,plot_1949.png,3.2857608795166016,5.39769458770752,3.715524196624756
138,plot_1251.png,3.2858786582946777,5.394586086273193,3.714690685272217
139,plot_1148.png,3.28657865524292,5.383347034454346,4.295671463012695
140,plot_1919.png,3.2874670028686523,5.396527290344238,3.889495372772217
141,plot_166.png,3.287749052047729,5.370306491851807,4.392524242401123
142,plot_445.png,3.2890994548797607,5.420615196228027,4.364904880523682
143,plot_332.png,3.2918083667755127,5.381180763244629,3.855888605117798
144,plot_1861.png,3.292858600616455,5.387044429779053,4.252354621887207
145,plot_160.png,3.2932724952697754,5.445631504058838,4.351950168609619
146,plot_1272.png,3.2946014404296875,5.43641471862793,4.457767009735107
147,plot_1590.png,3.2950472831726074,5.433791160583496,4.712454795837402
148,plot_1231.png,3.2958085536956787,5.378769397735596,4.3539628982543945
149,plot_498.png,3.29614520072937,5.38468599319458,4.008300304412842
150,plot_564.png,3.2966842651367188,5.426950454711914,4.50899076461792
151,plot_1419.png,3.296830177307129,5.394737720489502,4.437569618225098
152,plot_1035.png,3.2976131439208984,5.38700532913208,4.05390739440918
153,plot_1354.png,3.2976906299591064,5.384023189544678,4.239697456359863
154,plot_456.png,3.297818183898926,5.433672904968262,4.451558589935303
155,plot_1534.png,3.298689842224121,5.363081455230713,4.863074779510498
156,plot_496.png,3.299643039703369,5.39896821975708,3.3947465419769287
157,plot_778.png,3.3017807006835938,5.437584400177002,4.803236961364746
158,plot_183.png,3.3041248321533203,5.423825263977051,4.432254314422607
159,plot_369.png,3.305203676223755,5.441704750061035,4.471050262451172
160,plot_81.png,3.3052072525024414,5.425040245056152,4.267866611480713
161,plot_1928.png,3.3057548999786377,5.420779705047607,4.239866733551025
162,plot_677.png,3.3074193000793457,5.429445266723633,4.386547565460205
163,plot_1040.png,3.307508707046509,5.378989219665527,4.668580532073975
164,plot_280.png,3.307795286178589,5.3944292068481445,3.7148513793945312
165,plot_125.png,3.307812213897705,5.426523685455322,4.751256942749023
166,plot_569.png,3.308067798614502,5.370065689086914,4.195728778839111
167,plot_607.png,3.3088293075561523,5.444596290588379,4.172494888305664
168,plot_229.png,3.309628963470459,5.412267684936523,3.8555846214294434
169,plot_248.png,3.3097660541534424,5.3679070472717285,4.45072078704834
170,plot_1115.png,3.311208248138428,5.375288963317871,3.9058563709259033
171,plot_789.png,3.312207221984864,5.440732002258301,4.10914945602417
172,plot_1711.png,3.312932014465332,5.4367265701293945,4.525996208190918
173,plot_316.png,3.313976287841797,5.425169467926025,4.425055980682373
174,plot_1436.png,3.3150200843811035,5.400481224060059,4.377528190612793
175,plot_1833.png,3.3153233528137207,5.441722869873047,4.561180114746094
176,plot_636.png,3.3160691261291504,5.416916847229004,4.5061235427856445
177,plot_1472.png,3.316104888916016,5.446585655212402,4.556621074676514
178,plot_1367.png,3.3167150020599365,5.427187442779541,4.495434284210205
179,plot_557.png,3.3172600269317627,5.380964756011963,3.7759790420532227
180,plot_1332.png,3.3173115253448486,5.429913520812988,4.580409049987793
181,plot_114.png,3.317471742630005,5.406152248382568,4.747696876525879
182,plot_1866.png,3.3184163570404053,5.409509658813477,4.523967742919922
183,plot_313.png,3.318781614303589,5.390110969543457,4.11825704574585
184,plot_2019.png,3.3192152976989746,5.432906150817871,4.305240631103516
185,plot_818.png,3.319873809814453,5.37705659866333,4.215290069580078
