,img,simulacra,nima,laion
0,img-2001.png,0.8707516193389893,5.411821842193604,2.8222169876098633
1,img-1339.png,1.226569414138794,5.396522998809815,2.344730854034424
2,img-900.png,1.233755111694336,5.417519092559815,3.267068862915039
3,img-1607.png,1.3503079414367676,5.400815963745117,4.595459461212158
4,img-1200.png,1.7193934917449951,5.41331958770752,2.252595901489258
5,img-1211.png,1.809051752090454,5.3993659019470215,3.0286624431610107
6,img-786.png,1.8380930423736568,5.420971393585205,2.852574586868286
7,img-22.png,1.838474988937378,5.421016693115234,2.853328227996826
8,img-319.png,1.9064958095550537,5.395491600036621,4.428473472595215
9,img-1403.png,1.9294662475585933,5.416792392730713,3.9032726287841797
10,img-128.png,1.9968085289001465,5.399990081787109,4.333088397979736
11,img-1051.png,2.036947727203369,5.418732166290283,3.058114767074585
12,img-1681.png,2.0421481132507324,5.404983043670654,3.623969316482544
13,img-1230.png,2.066343069076538,5.412724494934082,1.6822519302368164
14,img-1830.png,2.0721514225006104,5.400705814361572,3.986921787261963
15,img-851.png,2.079241991043091,5.407741069793701,3.794586420059204
16,img-1198.png,2.0868544578552246,5.393585205078125,3.566678285598755
17,img-1250.png,2.095879554748535,5.401932716369629,3.7165632247924805
18,img-1899.png,2.1017298698425293,5.430815696716309,4.5605692863464355
19,img-1487.png,2.110235929489136,5.413492679595947,2.811034679412842
20,img-265.png,2.1105878353118896,5.41058349609375,3.6170575618743896
21,img-1841.png,2.113563537597656,5.39284610748291,3.803184986114502
22,img-1319.png,2.1183831691741943,5.417484760284424,3.495875835418701
23,img-1039.png,2.12287712097168,5.399439334869385,3.235320568084717
24,img-750.png,2.123569965362549,5.40579080581665,3.397728204727173
25,img-1560.png,2.126394748687744,5.408207893371582,4.256740093231201
26,img-622.png,2.1402597427368164,5.424446105957031,4.509194374084473
27,img-381.png,2.1424977779388428,5.414543151855469,3.5003015995025635
28,img-1008.png,2.1499733924865723,5.385253429412842,3.1863224506378174
29,img-1013.png,2.158607482910156,5.415532112121582,2.302387237548828
30,img-1224.png,2.167311668395996,5.409524917602539,4.496188640594482
31,img-627.png,2.172946214675904,5.403561592102051,4.401575565338135
32,img-671.png,2.172946214675904,5.403561592102051,4.401575565338135
33,img-184.png,2.173478603363037,5.391644477844238,4.607221603393555
34,img-188.png,2.18557357788086,5.403528690338135,1.3703842163085938
35,img-339.png,2.18781852722168,5.398014545440674,4.377132892608643
36,img-660.png,2.194334983825684,5.425474643707275,4.986725330352783
37,img-735.png,2.194334983825684,5.425474643707275,4.986725330352783
38,img-1397.png,2.198051691055298,5.422323226928711,3.0598225593566895
39,img-1041.png,2.202091693878174,5.384940147399902,4.133481979370117
40,img-1387.png,2.2075071334838867,5.427526473999023,2.7146496772766113
