,img,simulacra,nima,laion
0,img-1045.png,4.134733200073242,5.408802509307861,3.7196969985961914
1,img-1233.png,4.13551664352417,5.380069255828857,5.180445671081543
2,img-679.png,4.137549877166748,5.400980472564697,5.441713809967041
3,img-1225.png,4.138693809509277,5.421198844909668,4.459439277648926
4,img-1270.png,4.141835689544678,5.395783424377441,5.0617194175720215
5,img-109.png,4.142096519470215,5.394179344177246,4.966107368469238
6,img-41.png,4.1441144943237305,5.383871078491211,4.490009784698486
7,img-1256.png,4.144471168518066,5.433061599731445,4.048061370849609
8,img-133.png,4.146563053131104,5.374927043914795,4.722692489624023
9,img-1439.png,4.148932933807373,5.4509382247924805,4.820731163024902
10,img-1869.png,4.1496758460998535,5.40334939956665,4.7229485511779785
11,img-2024.png,4.151735782623291,5.411043643951416,5.339422702789307
12,img-1017.png,4.15216064453125,5.398208141326904,4.089746475219727
13,img-1750.png,4.152359485626221,5.408175468444824,5.606298923492432
14,img-701.png,4.1537065505981445,5.396449089050293,4.434139728546143
15,img-1104.png,4.15419340133667,5.387553691864014,4.859224796295166
16,img-1768.png,4.155088901519775,5.413487434387207,5.123253345489502
17,img-1032.png,4.155724048614502,5.388613700866699,5.021108627319336
18,img-501.png,4.156510353088379,5.431953430175781,4.498377799987793
19,img-1229.png,4.157004356384277,5.4070329666137695,3.2794206142425537
20,img-965.png,4.158020496368408,5.396710395812988,4.134533882141113
21,img-1105.png,4.158371448516846,5.409792900085449,5.676936149597168
22,img-185.png,4.159001350402832,5.40135669708252,4.186426162719727
23,img-436.png,4.15910530090332,5.423025131225586,6.992939472198486
24,img-835.png,4.161418437957764,5.439210891723633,4.963949680328369
25,img-343.png,4.163013935089111,5.409339427947998,5.898056983947754
26,img-745.png,4.164449691772461,5.410959720611572,5.796293258666992
27,img-861.png,4.164544582366943,5.43874454498291,4.694499492645264
28,img-915.png,4.165267467498779,5.4083333015441895,3.974773645401001
29,img-913.png,4.165343284606934,5.43118143081665,5.366291522979736
30,img-125.png,4.167223930358887,5.40774393081665,4.9660797119140625
31,img-1301.png,4.167821407318115,5.392909526824951,5.126972675323486
32,img-362.png,4.169722557067871,5.401915073394775,5.043351173400879
33,img-1637.png,4.170356273651123,5.424879550933838,5.498068809509277
34,img-153.png,4.170514106750488,5.406846046447754,4.1006035804748535
35,img-700.png,4.170724391937256,5.389553070068359,4.142441272735596
36,img-1962.png,4.171664714813232,5.376052379608154,4.256026268005371
37,img-1171.png,4.171717643737793,5.383957862854004,4.814942359924316
38,img-268.png,4.172441959381104,5.410101890563965,4.522397994995117
39,img-2035.png,4.172817230224609,5.4288201332092285,4.376675128936768
40,img-1150.png,4.17540454864502,5.405091285705566,4.302076816558838
41,img-931.png,4.175846576690674,5.406881809234619,5.343623161315918
42,img-711.png,4.175851821899414,5.403934478759766,4.17731237411499
43,img-370.png,4.176021575927734,5.403967380523682,4.177301406860352
44,img-899.png,4.177523612976074,5.403489112854004,5.731477737426758
45,img-789.png,4.179620265960693,5.399841785430908,5.088517189025879
46,img-1398.png,4.1806840896606445,5.4192070960998535,4.9419965744018555
47,img-395.png,4.180755615234375,5.400338172912598,4.931663990020752
48,img-830.png,4.182716369628906,5.413486480712891,5.3752288818359375
49,img-1016.png,4.18275260925293,5.411155700683594,4.0468549728393555
50,img-1269.png,4.182915687561035,5.414581775665283,4.779291152954102
51,img-420.png,4.18319845199585,5.413406848907471,5.132349491119385
52,img-520.png,4.184596538543701,5.386346817016602,4.4340620040893555
53,img-874.png,4.186431407928467,5.3745856285095215,5.899004936218262
54,img-1584.png,4.186648845672607,5.408816337585449,3.1514997482299805
